UAI,Nom,Type,Statut,Adresse,Code_Postal,Commune,Téléphone,Mail,REP ?,Circo 1er degre,latitude,longitude,Réseau
0130600G,École élémentaire Parc Dromel,École,Public,11 boulevard Dromel,13009,Marseille  9e  Arrondissement,04 13 94 80 07,ce.0130600g@ac-aix-marseille.fr,,Marseille Capelette,43.271150048445634,5.40625077006064,Marseille Huveaune
0130601H,École primaire Parette Mazenode,École,Public,427 boulevard Mireille Lauze,13011,Marseille 11e  Arrondissement,04 91 44 98 91,ce.0130601H@ac-aix-marseille.fr,REP,Marseille Huveaune,43.28636712370048,5.429840541543859,Marseille Huveaune
0130603K,École élémentaire la Pauline,École,Public,343 boulevard Romain Rolland,13009,Marseille  9e  Arrondissement,04 91 75 52 55,ce.0130603K@ac-aix-marseille.fr,,Marseille Capelette,43.27117923931036,5.4090194255475215,Marseille Huveaune
0130604L,École élémentaire Petit Bosquet,École,Public,181 avenue de Montolivet,13012,Marseille 12e  Arrondissement,04 91 66 39 64,ce.0130604L@ac-aix-marseille.fr,,Marseille Longchamp,43.31239472402793,5.41148022476748,Marseille Vieux Port
0130605M,École primaire Pharo Catalans,École,Public,rue des Catalans,13007,Marseille  7e  Arrondissement,04 91 52 37 32,ce.0130605M@ac-aix-marseille.fr,,Marseille St Charles,43.29213901504375,5.355730476298412,Marseille Vieux Port
0130606N,École élémentaire Pointe Rouge,École,Public,10 boulevard Piot,13008,Marseille  8e  Arrondissement,04 91 73 35 66,ce.0130606N@ac-aix-marseille.fr,,Marseille Corniche,43.24254836659454,5.372630101998091,Marseille Calanques
0130608R,École élémentaire Grande Bastide Cazaulx,École,Public,avenue Bouyala d'Arnaud,13012,Marseille 12e  Arrondissement,04 91 93 25 42,ce.0130608R@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.298156135474514,5.442453647539437,Marseille Collines
0130609S,École élémentaire Pont de Vivaux Saccoman,École,Public,200 boulevard Romain Rolland,13010,Marseille 10e  Arrondissement,04 91 79 66 59,ce.0130609S@ac-aix-marseille.fr,REP,Marseille Huveaune,43.27521427832064,5.41609042077842,Marseille Huveaune
0130611U,École élémentaire Valmante,École,Public,83 chemin Jean Roubin,13009,Marseille  9e  Arrondissement,04 91 41 14 68,ce.0130611U@ac-aix-marseille.fr,,Marseille Mazargues,43.2478559925644,5.421050056359073,Marseille Calanques
0130613W,École élémentaire Rose Castors,École,Public,Parc des Vieux Cyprès,13013,Marseille 13e  Arrondissement,04 91 66 39 08,ce.0130613W@ac-aix-marseille.fr,,Marseille la Rose,43.33554177100835,5.437139756880961,Marseille Étoile
0130616Z,École primaire Rose Place,École,Public,place de la Rose,13013,Marseille 13e  Arrondissement,04 91 66 21 71,ce.0130616Z@ac-aix-marseille.fr,REP+,Marseille la Rose,43.3290624773713,5.427620492151282,Marseille Étoile
0130617A,École élémentaire Rose Sauvagine,École,Public,avenue Merleau Ponty,13013,Marseille 13e  Arrondissement,04 91 66 38 32,ce.0130617A@ac-aix-marseille.fr,,Marseille la Rose,43.335846633436304,5.425100002486864,Marseille Étoile
0130618B,École élémentaire la Rose Saint Théodore,École,Public,5 allée des Chardonnerets,13013,Marseille 13e  Arrondissement,04 91 66 00 87,ce.0130618B@ac-aix-marseille.fr,REP,Marseille la Rose,43.33041646808024,5.433449929789991,Marseille Étoile
0130619C,École élémentaire la Roseraie,École,Public,6 rue Pierre Mouren,13007,Marseille  7e  Arrondissement,04 91 52 12 16,ce.0130619C@ac-aix-marseille.fr,,Marseille St Charles,43.28276332612182,5.351719745309129,Marseille Calanques
0130620D,École élémentaire Rosière Figone,École,Public,avenue de la Figone,13012,Marseille 12e  Arrondissement,04 91 93 00 88,ce.0130620D@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.305329317188125,5.438059807980219,Marseille Collines
0130621E,École élémentaire le Rouet,École,Public,10 rue Sainte Famille,13008,Marseille  8e  Arrondissement,04 91 79 16 41,ce.0130621E@ac-aix-marseille.fr,,Marseille Mazargues,43.27838004255264,5.393909581495543,Marseille Calanques
0130622F,École élémentaire la Rouguière,École,Public,allée de la Rouguière,13011,Marseille 11e  Arrondissement,04 91 89 46 83,ce.0130622F@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.29495787993816,5.457960218059498,Marseille Collines
0130623G,École primaire la Rouvière,École,Public,83 boulevard du Redon,13009,Marseille  9e  Arrondissement,04 91 41 34 89,ce.0130623G@ac-aix-marseille.fr,,Marseille Mazargues,43.25115742691101,5.423920601654916,Marseille Calanques
0130626K,École élémentaire Saint Antoine Palanque,École,Public,chemin de la Martine,13015,Marseille 15e  Arrondissement,04 91 65 62 70,ce.0130626K@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.37359027738862,5.362852863433342,Marseille Madrague
0130627L,École élémentaire Saint Barnabé,École,Public,27 rue Docteur Cauvin,13012,Marseille 12e  Arrondissement,04 91 49 06 54,ce.0130627L@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.30242447011393,5.417409453125098,Marseille Collines
0130629N,École élémentaire Saint Barthélémy SNCF,École,Public,chemin de Sainte Marthe,13014,Marseille 14e  Arrondissement,04 91 98 19 10,ce.0130629N@ac-aix-marseille.fr,REP+,Marseille le Merlan,43.323407564904045,5.389406787864839,Marseille Vieux Port
0130630P,École élémentaire d'application Saint Charles 1,École,Public,49 rue Lucien Rolmer,13003,Marseille  3e  Arrondissement,04 91 50 24 86,ce.0130630P@ac-aix-marseille.fr,REP+,Marseille St Charles,43.30612716744355,5.37633009560219,Marseille Vieux Port
0130631R,École élémentaire Saint Gabriel,École,Public,22 boulevard Kraemer,13014,Marseille 14e  Arrondissement,04 91 67 26 08,ce.0130631R@ac-aix-marseille.fr,,Marseille  le Canet,43.32104075092458,5.383119430392617,Marseille Vieux Port
0130632S,École élémentaire Saint Henri Rabelais 2,École,Public,95 rue Rabelais,13016,Marseille 16e  Arrondissement,04 91 46 01 03,ce.0130632S@ac-aix-marseille.fr,REP,Marseille Estaque,43.35851677896833,5.334040231789413,Marseille Madrague
0130633T,École élémentaire la Fourragère,École,Public,traverse de la Fourragère,13012,Marseille 12e  Arrondissement,04 91 93 00 57,ce.0130633T@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.300633354795934,5.427574353814264,Marseille Collines
0130634U,École élémentaire Saint Jérôme Village 1,École,Public,15 avenue Saint Jérôme,13013,Marseille 13e  Arrondissement,04 91 66 42 12,ce.0130634U@ac-aix-marseille.fr,,Marseille le Merlan,43.32870937037727,5.418838812398401,Marseille Étoile
0130636W,École élémentaire Saint Joseph Servières,École,Public,place des Compagnons Bâtisseurs,13015,Marseille 15e  Arrondissement,04 91 60 53 35,ce.0130636W@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.34386152521862,5.374384383657664,Marseille Vieux Port
0130637X,École élémentaire Saint Julien 1,École,Public,11 boulevard Bonniot,13012,Marseille 12e  Arrondissement,04 91 93 33 90,ce.0130637X@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.31470547550777,5.450759840036096,Marseille Collines
0130638Y,École élémentaire Saint-Just Centre 1,École,Public,14 rue Saint Georges,13013,Marseille 13e  Arrondissement,04 91 66 43 11,ce.0130638Y@ac-aix-marseille.fr,REP+,Marseille Longchamp,43.319260593445954,5.405469926098197,Marseille Vieux Port
0130640A,École élémentaire Saint-Just Corot,École,Public,traverse Signoret,13013,Marseille 13e  Arrondissement,04 91 66 39 73,ce.0130640A@ac-aix-marseille.fr,REP+,Marseille Belle de Mai,43.32442142824379,5.405782723947529,Marseille Étoile
0130641B,École élémentaire Saint Louis Consolat,École,Public,47 rue des Musardises,13015,Marseille 15e  Arrondissement,04 91 60 00 14,ce.0130641B@ac-aix-marseille.fr,REP+,Marseille Madrague,43.34786979179198,5.354679732474054,Marseille Madrague
0130642C,École élémentaire Saint Louis Gare,École,Public,16 rue le Châtelier,13015,Marseille 15e  Arrondissement,04 13 94 80 32,ce.0130642C@ac-aix-marseille.fr,REP+,Marseille Madrague,43.34805129914368,5.359690380498218,Marseille Madrague
0130643D,École élémentaire Saint Louis Campagne Lévêque,École,Public,Saint Louis Campagne L,13015,Marseille 15e  Arrondissement,04 91 60 67 10,ce.0130643D@ac-aix-marseille.fr,REP+,Marseille Madrague,43.343415656202815,5.357780293146497,Marseille Madrague
0130644E,École élémentaire Saint-Loup-Gabriel Fauré,École,Public,17 rue Gabriel Fauré,13010,Marseille 10e  Arrondissement,04 91 35 12 27,ce.0130644E@ac-aix-marseille.fr,,Marseille Huveaune,43.281471445453406,5.433230031885896,Marseille Huveaune
0130645F,École élémentaire Saint Marcel,École,Public,8 rue du Queylar,13011,Marseille 11e  Arrondissement,04 91 44 70 53,ce.0130645F@ac-aix-marseille.fr,REP,Marseille Huveaune,43.28677263102004,5.4652199967972095,Marseille Huveaune
0130647H,École élémentaire Saint Mitre,École,Public,117 chemin de Château Gombert,13013,Marseille 13e  Arrondissement,04 91 66 15 20,ce.0130647H@ac-aix-marseille.fr,,Marseille la Rose,43.34130607115662,5.419879409895284,Marseille Étoile
0130648J,École élémentaire Saint Pierre,École,Public,22 boulevard Louis Frangin,13005,Marseille  5e  Arrondissement,04 91 47 65 03,ce.0130648J@ac-aix-marseille.fr,,Marseille Capelette,43.29447584114891,5.406519448642874,Marseille Collines
0130651M,École élémentaire Sainte-Anne,École,Public,484 avenue de Mazargues,13008,Marseille  8e  Arrondissement,04 91 76 17 37,ce.0130651M@ac-aix-marseille.fr,,Marseille Corniche,43.25566536606341,5.393939834830826,Marseille Calanques
0130652N,École élémentaire Sainte-Cécile,École,Public,146 rue Sainte Cécile,13005,Marseille  5e  Arrondissement,04 91 78 20 67,ce.0130652N@ac-aix-marseille.fr,,Marseille Capelette,43.28889640182398,5.398850308309711,Marseille Collines
0130653P,École élémentaire Sainte-Marguerite,École,Public,135 boulevard de Sainte-Marguerite,13009,Marseille  9e  Arrondissement,04 91 75 51 84,ce.0130653P@ac-aix-marseille.fr,,Marseille Capelette,43.26705781766499,5.408072679389329,Marseille Huveaune
0130654R,École élémentaire Sainte-Marthe,École,Public,boulevard Ricoux,13014,Marseille 14e  Arrondissement,04 91 98 20 63,ce.0130654R@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.33827575670696,5.389764437223454,Marseille Vieux Port
0130655S,École primaire la Sauvagère,École,Public,253 boulevard Romain Rolland,13010,Marseille 10e  Arrondissement,04 91 75 23 36,ce.0130655S@ac-aix-marseille.fr,REP,Marseille Huveaune,43.27372992887246,5.413970118838137,Marseille Huveaune
0130656T,École élémentaire Square Michelet,École,Public,boulevard Gaston Ramon,13009,Marseille  9e  Arrondissement,04 91 71 58 60,ce.0130656T@ac-aix-marseille.fr,,Marseille Mazargues,43.26739648609567,5.397297370541079,Marseille Calanques
0130658V,École élémentaire la Timone,École,Public,23 rue Mathurin,13010,Marseille 10e  Arrondissement,04 91 78 34 19,ce.0130658V@ac-aix-marseille.fr,,Marseille Capelette,43.285704050154834,5.40537481999056,Marseille Huveaune
0130659W,École élémentaire Franklin Roosevelt,École,Public,5 rue Tivoli,13005,Marseille  5e  Arrondissement,04 91 47 22 52,ce.0130659W@ac-aix-marseille.fr,,Marseille Longchamp,43.29815969278911,5.389269814695804,Marseille Vieux Port
0130660X,École élémentaire les Trois Lucs,École,Public,375 avenue des Poilus,13012,Marseille 12e  Arrondissement,04 91 93 29 83,ce.0130660X@ac-aix-marseille.fr,,Allauch Plan-de-Cuques Château Gombert,43.3147113818585,5.46329037888579,Marseille Huveaune
0130661Y,École élémentaire les Trois Ponts,École,Public,chemin Chante Perdrix,13010,Marseille 10e  Arrondissement,04 91 44 89 54,ce.0130661Y@ac-aix-marseille.fr,REP,Marseille Huveaune,43.27289824880951,5.435866239817466,Marseille Huveaune
0130663A,École élémentaire Valentine,École,Public,avenue de la Tiranne,13011,Marseille 11e  Arrondissement,04 91 43 10 11,ce.0130663A@ac-aix-marseille.fr,,Allauch Plan-de-Cuques Château Gombert,43.293557321251065,5.485863552674201,Marseille Huveaune
0130665C,École élémentaire Amédée Autran,École,Public,12 boulevard Amédée Autran,13007,Marseille  7e  Arrondissement,04 91 52 05 93,ce.0130665C@ac-aix-marseille.fr,,Marseille Corniche,43.281963831218384,5.366820076527109,Marseille Calanques
0130666D,École élémentaire Vallon des Tuves,École,Public,traverse Courtes,13015,Marseille 15e  Arrondissement,04 91 65 51 20,ce.0130666D@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.37161696939591,5.3687197668782805,Marseille Madrague
0130669G,École élémentaire Verduron Haut,École,Public,avenue Marius Brémond,13015,Marseille 15e  Arrondissement,04 91 51 34 00,ce.0130669G@ac-aix-marseille.fr,,Marseille Estaque,43.37504077727496,5.343331823568952,Marseille Madrague
0130670H,École élémentaire Viste Bousquet,École,Public,38 route Nationale de la Viste,13015,Marseille 15e  Arrondissement,04 91 60 09 21,ce.0130670H@ac-aix-marseille.fr,REP+,Marseille Estaque,43.35704623556425,5.35753034942699,Marseille Madrague
0130672K,École élémentaire Baya,École,Public,14 rue Flegier,13001,Marseille  1er Arrondissement,04 91 05 90 25,ce.0130672K@ac-aix-marseille.fr,,Marseille Longchamp,43.30177986930909,5.384970159492662,Marseille Vieux Port
0130683X,École élémentaire Albert Chabanon,École,Public,23 rue Albert Chabanon,13006,Marseille  6e  Arrondissement,04 91 47 67 94,ce.0130683X@ac-aix-marseille.fr,REP,Marseille St Charles,43.2904987654463,5.383090450760246,Marseille Vieux Port
0130687B,École élémentaire Bois Luzy,École,Public,allée des Primevères,13012,Marseille 12e  Arrondissement,04 91 93 21 27,ce.0130687B@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.31214843823556,5.427149724922645,Marseille Collines
0130688C,École primaire Bompard,École,Public,131 boulevard Bompard,13007,Marseille  7e  Arrondissement,04 91 52 63 89,ce.0130688C@ac-aix-marseille.fr,,Marseille Corniche,43.279743614335366,5.360609497320225,Marseille Calanques
0130691F,École élémentaire Breteuil,École,Public,113 rue Breteuil,13006,Marseille  6e  Arrondissement,04 91 37 10 26,ce.0130691F@ac-aix-marseille.fr,,Marseille Mazargues,43.287261697545375,5.377119723373462,Marseille Calanques
0130693H,École élémentaire Cabot,École,Public,place Nazury,13009,Marseille  9e  Arrondissement,04 91 82 04 54,ce.0130693H@ac-aix-marseille.fr,,Marseille Capelette,43.25772013647452,5.419254980252279,Marseille Calanques
0130698N,École élémentaire Canet Barbès,École,Public,21 boulevard Barbès,13014,Marseille 14e  Arrondissement,04 91 67 31 67,ce.0130698N@ac-aix-marseille.fr,REP+,Marseille Madrague,43.32417964759648,5.374500520009543,Marseille Madrague
0130700R,École élémentaire Capelette Mireille Lauze,École,Public,131 boulevard Mireille Lauze,13010,Marseille 10e  Arrondissement,04 91 79 53 37,ce.0130700R@ac-aix-marseille.fr,,Marseille Capelette,43.28325038130768,5.411890099238064,Marseille Huveaune
0130702T,École élémentaire Chartreux,École,Public,117 avenue des Chartreux,13004,Marseille  4e  Arrondissement,04 91 50 57 65,ce.0130702T@ac-aix-marseille.fr,,Marseille Longchamp,43.30718517929309,5.399729665193044,Marseille Vieux Port
0130705W,École élémentaire Botinelly,École,Public,23 bis boulevard Louis Botinelly,13004,Marseille  4e  Arrondissement,04 91 49 49 16,ce.0130705W@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.301697278479736,5.4046200600387815,Marseille Collines
0130706X,École élémentaire Cité Michelis 2,École,Public,33 avenue du Pontet,13011,Marseille 11e  Arrondissement,04 91 44 70 50,ce.0130706X@ac-aix-marseille.fr,,Marseille Huveaune,43.28372584268619,5.448491051567517,Marseille Huveaune
0130710B,École élémentaire d'application Corderie,École,Public,33 boulevard de la Corderie,13007,Marseille  7e  Arrondissement,04 91 33 70 60,ce.0130710B@ac-aix-marseille.fr,,Marseille St Charles,43.29024839340624,5.369470124044235,Marseille Vieux Port
0130725T,École élémentaire Friedland,École,Public,13 rue Friedland,13006,Marseille  6e  Arrondissement,04 91 78 68 62,ce.0130725T@ac-aix-marseille.fr,,Marseille Mazargues,43.2862362125556,5.388769645042921,Marseille Calanques
0130729X,École élémentaire la Guadeloupe,École,Public,7 rue de la Guadeloupe,13006,Marseille  6e  Arrondissement,04 91 37 22 13,ce.0130729X@ac-aix-marseille.fr,,Marseille Mazargues,43.28193472178252,5.374299764866451,Marseille Calanques
0130735D,École élémentaire Kléber,École,Public,26 rue Kléber,13003,Marseille  3e  Arrondissement,04 91 50 83 34,ce.0130735D@ac-aix-marseille.fr,REP+,Marseille  la Joliette,43.30755391256077,5.374720271399626,Marseille Vieux Port
0130736E,École élémentaire Lapin Blanc,École,Public,70 avenue André Zenatti,13008,Marseille  8e  Arrondissement,04 91 73 32 86,ce.0130736E@ac-aix-marseille.fr,,Marseille Corniche,43.24599290057429,5.386533790027699,Marseille Calanques
0130739H,École élémentaire Madrague Montredon,École,Public,34 boulevard de la Verrerie,13008,Marseille  8e  Arrondissement,04 91 73 39 23,ce.0130739H@ac-aix-marseille.fr,,Marseille Corniche,43.2326527441311,5.361959906373723,Marseille Calanques
0130741K,École élémentaire Major,École,Public,41 A rue de l'Evêché,13002,Marseille  2e  Arrondissement,04 91 91 21 51,ce.0130741K@ac-aix-marseille.fr,REP+,Marseille St Charles,43.30030637537555,5.366556499428556,Marseille Vieux Port
0130743M,École primaire Marius Thomas,École,Public,21 boulevard Marius Thomas,13007,Marseille  7e  Arrondissement,04 91 52 03 08,ce.0130743M@ac-aix-marseille.fr,,Marseille St Charles,43.284665818027705,5.36187039825097,Marseille Vieux Port
0130745P,École maternelle Maurelle Séminaire,École,Public,22 rue Marius Briata,13013,Marseille 13e  Arrondissement,04 91 93 38 55,ce.0130745P@ac-aix-marseille.fr,REP+,Marseille la Rose,43.320651322570505,5.439880257381744,Marseille Étoile
0130747S,École élémentaire Mazargues,École,Public,3 rue François Blanc,13009,Marseille  9e  Arrondissement,04 91 40 01 86,ce.0130747S@ac-aix-marseille.fr,,Marseille Mazargues,43.24958596892749,5.401450009108349,Marseille Calanques
0130751W,École élémentaire Merlan,École,Public,70 avenue du Merlan,13014,Marseille 14e  Arrondissement,04 91 98 25 05,ce.0130751W@ac-aix-marseille.fr,,Marseille le Merlan,43.33846988736813,5.407671417261387,Marseille Étoile
0130753Y,École élémentaire d'application des Accoules,École,Public,27 montée des Accoules,13002,Marseille  2e  Arrondissement,04 91 90 66 51,ce.0130753Y@ac-aix-marseille.fr,,Marseille St Charles,43.29752028630902,5.367039739739691,Marseille Vieux Port
0130766M,École élémentaire Pomme Heckel,École,Public,28 avenue du Docteur Heckel,13011,Marseille 11e  Arrondissement,04 91 35 15 27,ce.0130766M@ac-aix-marseille.fr,REP,Marseille Huveaune,43.28840309319046,5.441569923410179,Marseille Huveaune
0130769R,École élémentaire Allée des Pins le Cabot,École,Public,51 allée des Pins,13009,Marseille  9e  Arrondissement,04 91 41 34 54,ce.0130769R@ac-aix-marseille.fr,,Marseille Mazargues,43.25363742311404,5.415860395135768,Marseille Calanques
0130773V,École élémentaire Rose Frais Vallon Nord,École,Public,39 avenue de Frais Vallon,13013,Marseille 13e  Arrondissement,04 91 66 27 16,ce.0130773V@ac-aix-marseille.fr,REP+,Marseille la Rose,43.32481662219527,5.426239688573378,Marseille Étoile
0130783F,École élémentaire Saint André Condorcet,École,Public,64 rue Condorcet,13016,Marseille 16e  Arrondissement,04 91 46 03 92,ce.0130783F@ac-aix-marseille.fr,REP+,Marseille Estaque,43.35738339250452,5.341550263550019,Marseille Madrague
0130788L,École élémentaire Saint Charles 2,École,Public,36 rue du 141ème Ria,13003,Marseille  3e  Arrondissement,04 91 50 39 53,ce.0130788L@ac-aix-marseille.fr,REP+,Marseille St Charles,43.30692906292604,5.380010948716276,Marseille Vieux Port
0130790N,École élémentaire Saint Henri Raphel 1,École,Public,place Raphel,13016,Marseille 16e  Arrondissement,04 91 46 09 22,ce.0130790N@ac-aix-marseille.fr,REP,Marseille Estaque,43.36161332788594,5.330382534437238,Marseille Madrague
0130792R,École élémentaire Saint Jérôme Village 2,École,Public,41 avenue de Saint Jérôme,13013,Marseille 13e  Arrondissement,04 13 94 80 33,ce.0130792R@ac-aix-marseille.fr,,Marseille le Merlan,43.32960306451032,5.418960160359749,Marseille Étoile
0130795U,École élémentaire Saint Julien 2,École,Public,128 rue du groupe Scolaire,13012,Marseille 12e  Arrondissement,04 91 93 23 81,ce.0130795U@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.3120546791175,5.446560142061784,Marseille Huveaune
0130796V,École élémentaire Saint-Just Centre 2,École,Public,16 rue Saint Georges,13013,Marseille 13e  Arrondissement,04 91 66 36 20,ce.0130796V@ac-aix-marseille.fr,REP+,Marseille Longchamp,43.31925383854728,5.405449921929668,Marseille Vieux Port
0130801A,École élémentaire Saint Loup Castel Joli,École,Public,6 avenue Castel Joli,13010,Marseille 10e  Arrondissement,04 91 44 80 58,ce.0130801A@ac-aix-marseille.fr,,Marseille Huveaune,43.2805600083539,5.429820069489968,Marseille Huveaune
0130806F,École élémentaire Saint Savournin Barthélémy,École,Public,12 rue Barthélémy,13001,Marseille  1er Arrondissement,04 91 53 10 60,ce.0130806F@ac-aix-marseille.fr,,Marseille Longchamp,43.29791379055128,5.386509407600379,Marseille Vieux Port
0130813N,École élémentaire Sainte-Sophie,École,Public,4 rue Sainte Sophie,13004,Marseille  4e  Arrondissement,04 91 34 73 03,ce.0130813N@ac-aix-marseille.fr,,Marseille Longchamp,43.306710428122976,5.402869700082881,Marseille Vieux Port
0130821X,École élémentaire la Valbarelle,École,Public,rue Gimon,13011,Marseille 11e  Arrondissement,04 91 44 83 23,ce.0130821X@ac-aix-marseille.fr,REP,Marseille Huveaune,43.28732718133835,5.456400516828884,Marseille Huveaune
0130827D,École élémentaire Vincent Leblanc,École,Public,32 rue Vincent Leblanc,13002,Marseille  2e  Arrondissement,04 91 91 26 07,ce.0130827D@ac-aix-marseille.fr,REP+,Marseille  la Joliette,43.30541566922929,5.368070042252095,Marseille Vieux Port
0130831H,École primaire la Treille,École,Public,169 route de la Treille,13011,Marseille 11e  Arrondissement,04 91 43 10 51,ce.0130831H@ac-aix-marseille.fr,,Allauch Plan-de-Cuques Château Gombert,43.31236178078132,5.512200408610958,Marseille Huveaune
0130832J,École primaire Valmont Redon,École,Public,431 avenue de Lattre de Tassigny,13009,Marseille  9e  Arrondissement,04 91 41 14 81,ce.0130832J@ac-aix-marseille.fr,,Marseille Mazargues,43.24417723724129,5.426812125281747,Marseille Calanques
0130833K,École maternelle Abbé de l'Épée,École,Public,7 bis Square Sidi Brahim,13005,Marseille  5e  Arrondissement,04 91 34 12 16,ce.0130833K@ac-aix-marseille.fr,,Marseille Longchamp,43.29758939489773,5.398480078256209,Marseille Collines
0130834L,École maternelle d'application Consolat-Abeilles,École,Public,160 rue Consolat,13001,Marseille  1er Arrondissement,04 91 08 54 03,ce.0130834L@ac-aix-marseille.fr,,Marseille Longchamp,43.30287483098308,5.393249569194056,Marseille Vieux Port
0130835M,École maternelle Alexandre Copello,École,Public,10 rue des Clairistes,13005,Marseille  5e  Arrondissement,04 91 47 31 06,ce.0130835M@ac-aix-marseille.fr,,Marseille Mazargues,43.29393126600114,5.391360418259191,Marseille Vieux Port
0130836N,École maternelle publique Parc Bellevue,École,Public,40 rue Loubon,13003,Marseille  3e  Arrondissement,04 91 58 26 82,ce.0130836N@ac-aix-marseille.fr,REP+,Marseille Madrague,43.31759258895055,5.374010985073914,Marseille Madrague
0130838R,École maternelle Baille,École,Public,250 boulevard Baille,13005,Marseille  5e  Arrondissement,04 91 78 42 19,ce.0130838R@ac-aix-marseille.fr,,Marseille Capelette,43.289743104102925,5.398290472424421,Marseille Collines
0130839S,École maternelle la Barasse,École,Public,16 boulevard Margaillan,13011,Marseille 11e  Arrondissement,04 91 36 12 13,ce.0130839S@ac-aix-marseille.fr,,Marseille Huveaune,43.28354289207971,5.481834679362144,Marseille Huveaune
0130840T,École maternelle Chutes Lavie HLM Méditerranée,École,Public,1 bis avenue des Chutes Lavie,13004,Marseille  4e  Arrondissement,04 91 50 42 19,ce.0130840T@ac-aix-marseille.fr,REP+,Marseille Longchamp,43.31237042578375,5.39605949449193,Marseille Vieux Port
0130841U,École maternelle la Baume,École,Public,1 traverse Colgate,13009,Marseille  9e  Arrondissement,04 91 40 07 44,ce.0130841U@ac-aix-marseille.fr,,Marseille Corniche,43.235341991457965,5.410764450971585,Marseille Calanques
0130842V,École maternelle Beaumont Bombardière,École,Public,213 rue Charles Kaddouz,13012,Marseille 12e  Arrondissement,04 91 93 34 16,ce.0130842V@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.31751654866947,5.438007097805716,Marseille Collines
0130844X,École maternelle Belle de Mai,École,Public,2 rue Docteur Léon Perrin,13003,Marseille  3e  Arrondissement,04 91 62 17 13,ce.0130844X@ac-aix-marseille.fr,REP+,Marseille Belle de Mai,43.313273865311785,5.386260419791565,Marseille Vieux Port
0130845Y,École maternelle Révolution,École,Public,45 rue Edouard Vaillant,13003,Marseille  3e  Arrondissement,04 91 02 57 68,ce.0130845Y@ac-aix-marseille.fr,REP+,Marseille Belle de Mai,43.31579507363501,5.379589438148489,Marseille Vieux Port
0130846Z,École maternelle des Bergers,École,Public,11 rue Perrin Solliers,13006,Marseille  6e  Arrondissement,04 91 47 63 62,ce.0130846Z@ac-aix-marseille.fr,REP,Marseille St Charles,43.29088489509005,5.3847203601385125,Marseille Vieux Port
0130847A,École maternelle Bernabo,École,Public,1 traverse Bernabo,13015,Marseille 15e  Arrondissement,04 91 60 03 06,ce.0130847A@ac-aix-marseille.fr,REP+,Marseille Madrague,43.33742562437091,5.356980327494389,Marseille Madrague
0130848B,École maternelle Olympe de Gouges,École,Public,74 rue Beau,13012,Marseille 12e  Arrondissement,04 91 49 37 82,ce.0130848B@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.300995653184806,5.409937533772429,Marseille Collines
0130849C,École maternelle Bois Lemaitre,École,Public,avenue Jean Compadieu,13012,Marseille 12e  Arrondissement,04 91 93 06 29,ce.0130849C@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.32114022812706,5.432962111328207,Marseille Collines
0130850D,École maternelle Bois Luzy,École,Public,allée des Primevères,13012,Marseille 12e  Arrondissement,04 91 93 35 90,ce.0130850D@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.31232826819959,5.42715729708936,Marseille Collines
0130851E,École maternelle Bonneveine,École,Public,52 boulevard du Sablier,13008,Marseille  8e  Arrondissement,04 91 73 04 48,ce.0130851E@ac-aix-marseille.fr,,Marseille Corniche,43.25190381972384,5.382126827470589,Marseille Calanques
0130852F,École maternelle la Busserine,École,Public,boulevard Charles Mattei,13014,Marseille 14e  Arrondissement,04 91 98 32 93,ce.0130852F@ac-aix-marseille.fr,REP+,Marseille le Merlan,43.331094603156814,5.394119542604765,Marseille Vieux Port
0130853G,École maternelle la Cabucelle,École,Public,25 boulevard Arthur Michaud,13015,Marseille 15e  Arrondissement,04 91 58 00 87,ce.0130853G@ac-aix-marseille.fr,REP+,Marseille Madrague,43.333127051156055,5.358930046507425,Marseille Madrague
0130854H,École maternelle Canet Ambrosini,École,Public,boulevard de la Maison Blanche,13014,Marseille 14e  Arrondissement,04 91 67 35 52,ce.0130854H@ac-aix-marseille.fr,REP+,Marseille  le Canet,43.330729157431406,5.374447387481844,Marseille Vieux Port
0130855J,École maternelle Canet Larousse,École,Public,47 boulevard des Droits de l'Enfant,13014,Marseille 14e  Arrondissement,04 91 67 53 17,ce.0130855J@ac-aix-marseille.fr,REP+,Marseille  le Canet,43.32897462084431,5.3818337479137055,Marseille Vieux Port
